"Term","Label","Description","ParentTerm","ParentType","Value","RelatedTerms","Relation","Comment","Source","Created","Modified","Status","Contributors","Resolution","","","","","","","","","","","","","","",""
"PhishingScam","Phishing Scam","A type of social engineering attack involving deceptive messages intended to reveal sensitive information","dpv:Harm","sc","","","","","(ENISA Threat Landscape for Ransomware Attacks 2022,https://www.enisa.europa.eu/publications/enisa-threat-landscape-for-ransomware-attacks)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PhysicalAssault","Physical Assault","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PhysicalSpying","Physical Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PhysicalStalking","Physical Stalking","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PreventExercisingOfRights","Prevent Exercising of Rights","","dpv:Harm","sc","","","","","","2022-08-18","","accepted","Georg P Krog, Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PrivacyImpact","Privacy impact","","dpv:Impact","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PsychologicalHarm","Psychological Harm","","dpv:Harm","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PublicOrderBreach","Public Order Breach","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"RansomwareAttack","RansomwareAttack","Ransomware is a type of attack where threat actors take control of a target’s assets and demand a ransom in exchange for the return of the asset’s availability and confidentiality","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html),(ENISA Threat Landscape for Ransomware Attacks 2022,https://www.enisa.europa.eu/publications/enisa-threat-landscape-for-ransomware-attacks)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"RemoteSpying","Remote Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ReplacementCosts","Replacement Costs","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ReputationTrustImpact","Reputation and trust impact","","dpv:Impact","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"RetrievalDeletedData","Retrieval of Deleted Data","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"RetrievalDiscardedEquipment","Retrieval of Discarded Equipment","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Sabotage","Sabotage","","dpv:Harm","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Scam","Scam","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"SecurityBreach","Security Breach","","dpv:Consequence","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ServiceInterruption","Service Interruption","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"SexualViolence","Sexual Violence","","dpv:Harm","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"SocialDisadvantage","Social Disadvantage","","dpv:Impact","sc","","","","","","2022-08-19","","accepted","Georg P Krog","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Spam","Spam","","dpv:Harm","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Spoofing","Spoofing","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Spying","Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Stalking","Stalking","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"SystemFailure","System Failure","","dpv:Detriment","sc","","","","","(ENISA Threat Landscape for Ransomware Attacks 2022,https://www.enisa.europa.eu/publications/enisa-threat-landscape-for-ransomware-attacks)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"SystemIntrusion","System Intrusion","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"SystemMalfunction","System Malfunction","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Terrorism","Terrorism","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Theft","Theft","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"TheftEquipment","Theft of Equipment","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"TheftMedia","Theft of Media","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ThirdPartyOperationDisruption","Third Party Operation Disruption","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedAccesstoPremises","Unauthorised Access to Premises","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedCodeAccess","Unauthorised Code Access","","dpv:Detriment","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedCodeDisclosure","Unauthorised Code Disclosure","","dpv:Detriment","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedCodeModification","Unauthorised Code Modification","","dpv:Damage","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedDataAccess","Unauthorised Data Access","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedDataDisclosure","Unauthorised Data Disclosure","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedDataModification","Unauthorised Data Modification","","dpv:NonMaterialDamage","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedImpersonation","Unauthorised Impersonation","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedInformationDisclosure","Unauthorised Information Disclosure","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedReIdentification","Unauthorised Re-Identification","","dpv:Consequence","sc","","","","","","2022-08-19","","accepted","Georg P Krog","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedResourceUse","Unauthorised Resource Use","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedSystemAccess","Unauthorised System Access","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnauthorisedSystemModification","Unauthorised System Modification","","dpv:Damage","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnknownVulnerabilityExploited","Unknown Vulnerability Exploited","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnwantedCodeDeletion","Unwanted Code Deletion","","dpv:Damage","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnwantedDataDeletion","Unwanted Data Deletion","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"UnwantedDisclosureData","Unwanted Disclosure of Data","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Vandalism","Vandalism","","dpv:Damage","sc","","","","","(ENISA Threat Taxonomy 2016,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends/enisa-threat-landscape/threat-taxonomy/view)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ViolationCodeConduct","Violation of Code of Conduct","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ViolationContractualObligations","Violation of Contractual Obligations","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ViolationEthicalCode","Violation of Ethical Code","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ViolationOfRights","Violation of Rights","","dpv:Harm","sc","","","","","","2022-08-18","","accepted","Georg P Krog, Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ViolationRegulatoryObligations","Violation of Regulatory Obligations","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ViolationStatutoryObligations","Violation of Statutory Obligations","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"VulnerabilityCreated","Vulnerability Created","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"VulnerabilityExploited","Vulnerability Exploited","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
