SafeguardForDataTransfer,Safeguard for Data Transfer,Represents a safeguard used for data transfer. Can include technical or organisational measures.,dpv:Safeguard,dpv:OrganisationalMeasure,,,,,,2021-09-22,,accepted,"David Hickey, Paul Ryan, Georg P. Krog, Harshvardhan J. Pandit",https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
RegulatorySandbox,Regulatory Sandbox,"Mechanism used by regulators and businesses for gauging the compatibility of regulations and innovative products, particularly in the context of digitalisation, in a controlled real-world environment with appropriate safeguards in place",dpv:Safeguard,dpv:OrganisationalMeasure,,,,,"(EU Council Regulatory sandboxes and experimentation clauses as tools for better regulation,https://www.consilium.europa.eu/en/press/press-releases/2020/11/16/regulatory-sandboxes-and-experimentation-clauses-as-tools-for-better-regulation-council-adopts-conclusions/)",2024-05-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
RightsManagement,Rights Management,Methods associated with rights management where 'rights' refer to controlling who can do what with a resource,,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,,,
DataSubjectRightsManagement,Data Subject Rights Management,"Methods to provide, implement, and exercise data subjects' rights",dpv:RightsManagement,dpv:OrganisationalMeasure,,,,"This concept only concerns the organisational management of rights, and does not represent the rights themselves - especially where such 'rights' are legally recognised or defined for the data subject or individual. The concept dpv:DataSubjectRight is provided to represent such legal rights.",DGA 12.m,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,,,
IPRManagement,Intellectual Property Rights Management,Management of Intellectual Property Rights with a view to identify and safeguard and enforce them,dpv:RightsManagement,dpv:OrganisationalMeasure,,,,,DGA 3.1.c,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,,,
PermissionManagement,Permission Management,"Methods to obtain, provide, modify, and withdraw permissions along with maintaining a record of permissions, retrieving records, and processing changes in permission states",dpv:RightsManagement,dpv:OrganisationalMeasure,,,,"Permission is a broader concept than '(Informed) Consent' as consent when used as a legal basis has specific requirements to be valid. For management of consent, see the concept dpv:ConsentManagement",DGA 12.n,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,,,
ConsentManagement,Consent Management,"Methods to obtain, provide, modify, and withdraw consent along with maintaining a record of consent, retrieving records, and processing changes in consent states",dpv:PermissionManagement,dpv:OrganisationalMeasure,,,,,DGA 12.n,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,,,
DataGovernance,Data Governance,Measures associated with topics typically considered to be part of 'Data Governance',dpv:OrganisationGovernance,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataSecurityManagement,Data Security Management,Measures associated with management of data security,"dpv:DataGovernance,dpv:SecurityProcedure",dpv:OrganisationalMeasure,,,,"Examples of data security management are assessing the appropriate security controls such as encryption, testing the implemented security controls, and ensuring it is protected and safeguarded from unintended actions",,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataQualityManagement,Data Quality Management,Measures associated with management of data quality,dpv:DataGovernance,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataQualityAssessment,Data Quality Assessment,Measures associated with assessment of data quality,"dpv:DataQualityManagement,dpv:Assessment",dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataQualityImprovement,Data Quality Improvement,Measures associated with improvement of data quality,dpv:DataQualityManagement,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataSuitabilityAssessment,Data Suitability Assessment,Measures associated with assessment of suitability of data,dpv:DataQualityAssessment,dpv:OrganisationalMeasure,,,,,,2026-02-09,,accepted,Delaram Golpayegani,,,,,,,,,,,,,,,,,,
DataAvailabilityAssessment,Data Availability Assessment,Measures associated with assessment of availability of data,dpv:DataGovernance,dpv:OrganisationalMeasure,,,,,,2026-02-09,,accepted,Delaram Golpayegani,,,,,,,,,,,,,,,,,,
MetadataManagement,Metadata Management,Measures associated with management of metadata,dpv:DataGovernance,dpv:OrganisationalMeasure,,,,"Examples of metadata management include assessing which metadata are required or being used by technology, assessing their potential inclusion as personal data, and implementing a metadata based solution to manage data",,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataInteroperabilityManagement,Data Interoperability Management,Measures associated with management of data interoperability,dpv:DataGovernance,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataInteroperabilityAssessment,Data Interoperability Assessment,Measures associated with assessment of data interoperability,"dpv:DataInteroperabilityManagement,dpv:Assessment",dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataInteroperabilityImprovement,Data Interoperability Improvement,Measures associated with improvement of data interoperability,dpv:DataInteroperabilityManagement,dpv:OrganisationalMeasure,,,,,DGA 12.d,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
DataInventoryManagement,Data Inventory Management,Measures associated with management of data inventory or a data asset list,dpv:DataGovernance,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
SupportEntityDecisionMaking,Support Entity Decision Making,"Supporting entities, including individuals, in making decisions",,dpv:OrganisationalMeasure,,,,,DGA 2.15,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
SupportExchangeOfViews,Support Exchange of Views,Supporting individuals and entities in exchanging views e.g. regarding data processing purposes for their best interests,dpv:SupportEntityDecisionMaking,dpv:OrganisationalMeasure,,,,,DGA 2.15,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
SupportInformedConsentDecision,Support Informed Consent Decision,Supporting individuals with making a decision regarding their informed consent,dpv:SupportEntityDecisionMaking,dpv:OrganisationalMeasure,,,,,DGA 2.15,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
SupportContractNegotiation,Support Contract Negotiation,"Supporting entities, including individuals, with negotiating a contract and its terms and conditions",dpv:SupportEntityDecisionMaking,dpv:OrganisationalMeasure,,,,,DGA 2.15,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
Audit,Audit,"An audit is a systematic examination or evaluation of records, processes, or systems towards a specific objective such as to assess accuracy, compliance, effectiveness, or performance",,dpv:OrganisationalMeasure,,,,,,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
SecurityAudit,Security Audit,"An audit that systematically examines the existence and use of security risks and measures within information systems, networks, and security policies to identify vulnerabilities, risks, and gaps",dpv:Audit,dpv:OrganisationalMeasure,,,,,,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
LegalComplianceAudit,Legal Compliance Audit,An audit that systematically examines the state of legal compliance by reviewing policies and procedures related to obligations and compliance requirements for specific laws and regulations,dpv:Audit,dpv:OrganisationalMeasure,,,,,,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
InformationAudit,Information Audit,An audit that systematically examines the existence and use of information along with its associated resources (e.g. where it is stored) and flows (e.g. where it originates and with whom it is being shared),dpv:Audit,dpv:OrganisationalMeasure,,,,,,2024-12-17,,accepted,"Paul Ryan, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
PersonalDataAudit,Personal Data Audit,An audit that systematically examines the existence and use of personal data along with its associated resources (e.g. where it is stored) and flows (e.g. where it originates and with whom it is being shared),dpv:InformationAudit,dpv:OrganisationalMeasure,,,,"This concept is the same as ""Data Mapping"" and ""Data Flow Mapping Exercise"" used by the Information Commissioner's Office as ""to document the data that flows in, around, and out of information processing systems or services""",,2024-12-17,,accepted,"Paul Ryan, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
EnforceTransferControl,Enforce Transfer Control,Purposes associated with conducting or enforcing transfer control so as to limit the transfer of data,,dpv:OrganisationalMeasure,,,,,,,,proposed,,,,,,,,,,,,,,,,,
DataExchangeMethod,,???????,dpv:TechnicalMeasure,dpv:OrganisationalMeasure,,,,,,2024-04-14,,proposed,Georg P. Krog,,,,,,,,,,,,,,,,,,
DigitalLiteracy,Digital Literacy,"Providing skills, knowledge, and understanding to enable reading, writing, analysing, reasoning, and communicating regarding digital technologies and their implications",,dpv:OrganisationalMeasure,,,,,,2024-05-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataLiteracy,Data Literacy,"Providing skills, knowledge, and understanding to enable reading, writing, analysing, reasoning, and communicating regarding data",dpv:DigitalLiteracy,dpv:OrganisationalMeasure,,,,,,2024-05-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
AILiteracy,AI Literacy,"Providing skills, knowledge, and understanding to enable reading, writing, analysing, reasoning, and communicating regarding AI",dpv:DigitalLiteracy,dpv:OrganisationalMeasure,,,,,,2024-05-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
Proposed for v2.2,,,,,,,,,,,,,,
ISO 27001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InformationSecurityPolicy,org measure,Management functions,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResponsibilityAllocation,org measure,Review,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,
SegregatedDuties,org measure,Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProjectManagementIntegration,org measure,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,
DevicePolicy,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeleworkingPolicy,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DisciplinaryProcess,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmployeeTerminationPolicy,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VendorTerminationPolicy,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetInventory,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetUsagePolicy,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InformationClassificationProcedures,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetHandingProcedures,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccessControlPolicy,org measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InformationAccessRestriction,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalMeasure,tech/org measure subclass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalAccessRestriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalEnvironmentalProtection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalEquipmentProtection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalEquipmentMaintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalEquipmentSecureDisposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReviewRiskAssessment,,Review an existing risk assessment for adequacy with changes,,,,,,,,,,,,,,,,,,,,,,,,,,,
