Term,dct:alternative,dct:title,dct:identifier,dct:description,dct:publisher,dct:issued,dct:replaces,dct:isVersionOf,dct:requires,dct:subject,dct:coverage,source,status,contributor,resolution
ISO-IEC-21878-2018,ISO/IEC 21878:2018,ISO/IEC 21878:2018 Information technology - Security techniques - Security guidelines for design and implementation of virtualized servers,21878,,,,,,,,,https://www.iso.org/standard/72029.html,,,
ISO-IEC-TR-22216-2022,ISO/IEC TR 22216:2022,"ISO/IEC TR 22216:2022 Information security, cybersecurity and privacy protection - New concepts and changes in ISO/IEC 15408:2022 and ISO/IEC 18045:2022",22216,,,,,,,,,https://www.iso.org/standard/72890.html,,,
ISO-IEC-23264-1-2021,ISO/IEC 23264-1:2021,ISO/IEC 23264-1:2021 Information security - Redaction of authentic data - Part 1: General,23264,,,,,,,,,https://www.iso.org/standard/78341.html,,,
ISO-IEC-TS-23532-1-2021,ISO/IEC TS 23532-1:2021,"ISO/IEC TS 23532-1:2021 Information security, cybersecurity and privacy protection - Requirements for the competence of IT security testing and evaluation laboratories - Part 1: Evaluation for ISO/IEC 15408",23532,,,,,,,,,https://www.iso.org/standard/77199.html,,,
ISO-IEC-TS-23532-2-2021,ISO/IEC TS 23532-2:2021,"ISO/IEC TS 23532-2:2021 Information security, cybersecurity and privacy protection - Requirements for the competence of IT security testing and evaluation laboratories - Part 2: Testing for ISO/IEC 19790",23532,,,,,,,,,https://www.iso.org/standard/80549.html,,,
ISO-IEC-24745-2022,ISO/IEC 24745:2022,"ISO/IEC 24745:2022 Information security, cybersecurity and privacy protection - Biometric information protection",24745,,,,,,,,,https://www.iso.org/standard/75302.html,,,
ISO-IEC-24759-2017,ISO/IEC 24759:2017,ISO/IEC 24759:2017 Information technology - Security techniques - Test requirements for cryptographic modules,24759,,,,,,,,,https://www.iso.org/standard/72515.html,,,
ISO-IEC-24760-1-2019,ISO/IEC 24760-1:2019,ISO/IEC 24760-1:2019 IT Security and Privacy - A framework for identity management - Part 1: Terminology and concepts,24760,,,,,,,,,https://www.iso.org/standard/77582.html,,,
ISO-IEC-24760-2-2015,ISO/IEC 24760-2:2015,ISO/IEC 24760-2:2015 Information technology - Security techniques - A framework for identity management - Part 2: Reference architecture and requirements,24760,,,,,,,,,https://www.iso.org/standard/57915.html,,,
ISO-IEC-24760-3-2016,ISO/IEC 24760-3:2016,ISO/IEC 24760-3:2016 Information technology - Security techniques - A framework for identity management - Part 3: Practice,24760,,,,,,,,,https://www.iso.org/standard/57916.html,,,
ISO-IEC-24761-2019,ISO/IEC 24761:2019,ISO/IEC 24761:2019 Information technology - Security techniques - Authentication context for biometrics,24761,,,,,,,,,https://www.iso.org/standard/71163.html,,,
ISO-IEC-27000-2018,ISO/IEC 27000:2018,ISO/IEC 27000:2018 Information technology - Security techniques - Information security management systems - Overview and vocabulary,27000,,,,,,,,,https://www.iso.org/standard/73906.html,,,
ISO-IEC-27001-2013,ISO/IEC 27001:2013,ISO/IEC 27001:2013 Information technology - Security techniques - Information security management systems - Requirements,27001,,,,,,,,,https://www.iso.org/standard/54534.html,,,
ISO-IEC-27001-2013-Cor-1-2014,ISO/IEC 27001:2013/Cor 1:2014,ISO/IEC 27001:2013/Cor 1:2014 Information technology - Security techniques - Information security management systems - Requirements - Technical Corrigendum 1,27001,,,,,,,,,https://www.iso.org/standard/66805.html,,,
ISO-IEC-27001-2013-Cor-2-2015,ISO/IEC 27001:2013/Cor 2:2015,ISO/IEC 27001:2013/Cor 2:2015 Information technology - Security techniques - Information security management systems - Requirements - Technical Corrigendum 2,27001,,,,,,,,,https://www.iso.org/standard/69378.html,,,
ISO-IEC-27002-2022,ISO/IEC 27002:2022,"ISO/IEC 27002:2022 Information security, cybersecurity and privacy protection - Information security controls",27002,,,,,,,,,https://www.iso.org/standard/75652.html,,,
ISO-IEC-27003-2017,ISO/IEC 27003:2017,ISO/IEC 27003:2017 Information technology - Security techniques - Information security management systems - Guidance,27003,,,,,,,,,https://www.iso.org/standard/63417.html,,,
ISO-IEC-27004-2016,ISO/IEC 27004:2016,"ISO/IEC 27004:2016 Information technology - Security techniques - Information security management - Monitoring, measurement, analysis and evaluation",27004,,,,,,,,,https://www.iso.org/standard/64120.html,,,
ISO-IEC-27005-2018,ISO/IEC 27005:2018,ISO/IEC 27005:2018 Information technology - Security techniques - Information security risk management,27005,,,,,,,,,https://www.iso.org/standard/75281.html,,,
ISO-IEC-TS-27006-2-2021,ISO/IEC TS 27006-2:2021,ISO/IEC TS 27006-2:2021 Requirements for bodies providing audit and certification of information security management systems - Part 2: Privacy information management systems,27006,,,,,,,,,https://www.iso.org/standard/71676.html,,,
ISO-IEC-27006-2015,ISO/IEC 27006:2015,ISO/IEC 27006:2015 Information technology - Security techniques - Requirements for bodies providing audit and certification of information security management systems,27006,,,,,,,,,https://www.iso.org/standard/62313.html,,,
ISO-IEC-27006-2015-Amd-1-2020,ISO/IEC 27006:2015/Amd 1:2020,ISO/IEC 27006:2015/Amd 1:2020 Information technology - Security techniques - Requirements for bodies providing audit and certification of information security management systems - Amendment 1,27006,,,,,,,,,https://www.iso.org/standard/77722.html,,,
ISO-IEC-27007-2020,ISO/IEC 27007:2020,"ISO/IEC 27007:2020 Information security, cybersecurity and privacy protection - Guidelines for information security management systems auditing",27007,,,,,,,,,https://www.iso.org/standard/77802.html,,,
ISO-IEC-TS-27008-2019,ISO/IEC TS 27008:2019,ISO/IEC TS 27008:2019 Information technology - Security techniques - Guidelines for the assessment of information security controls,27008,,,,,,,,,https://www.iso.org/standard/67397.html,,,
ISO-IEC-27009-2020,ISO/IEC 27009:2020,"ISO/IEC 27009:2020 Information security, cybersecurity and privacy protection - Sector-specific application of ISO/IEC 27001 - Requirements",27009,,,,,,,,,https://www.iso.org/standard/73907.html,,,
ISO-IEC-27010-2015,ISO/IEC 27010:2015,ISO/IEC 27010:2015 Information technology - Security techniques - Information security management for inter-sector and inter-organizational communications,27010,,,,,,,,,https://www.iso.org/standard/68427.html,,,
ISO-IEC-27011-2016,ISO/IEC 27011:2016,ISO/IEC 27011:2016 Information technology - Security techniques - Code of practice for Information security controls based on ISO/IEC 27002 for telecommunications organizations,27011,,,,,,,,,https://www.iso.org/standard/64143.html,,,
ISO-IEC-27011-2016-Cor-1-2018,ISO/IEC 27011:2016/Cor 1:2018,ISO/IEC 27011:2016/Cor 1:2018 Information technology - Security techniques - Code of practice for Information security controls based on ISO/IEC 27002 for telecommunications organizations - Technical Corrigendum 1,27011,,,,,,,,,https://www.iso.org/standard/76487.html,,,
ISO-IEC-27013-2021,ISO/IEC 27013:2021,"ISO/IEC 27013:2021 Information security, cybersecurity and privacy protection - Guidance on the integrated implementation of ISO/IEC 27001 and ISO/IEC 20000-1",27013,,,,,,,,,https://www.iso.org/standard/78752.html,,,
ISO-IEC-27014-2020,ISO/IEC 27014:2020,"ISO/IEC 27014:2020 Information security, cybersecurity and privacy protection - Governance of information security",27014,,,,,,,,,https://www.iso.org/standard/74046.html,,,
ISO-IEC-TR-27016-2014,ISO/IEC TR 27016:2014,ISO/IEC TR 27016:2014 Information technology - Security techniques - Information security management - Organizational economics,27016,,,,,,,,,https://www.iso.org/standard/43756.html,,,
ISO-IEC-27017-2015,ISO/IEC 27017:2015,ISO/IEC 27017:2015 Information technology - Security techniques - Code of practice for information security controls based on ISO/IEC 27002 for cloud services,27017,,,,,,,,,https://www.iso.org/standard/43757.html,,,
ISO-IEC-27018-2019,ISO/IEC 27018:2019,ISO/IEC 27018:2019 Information technology - Security techniques - Code of practice for protection of personally identifiable information (PII) in public clouds acting as PII processors,27018,,,,,,,,,https://www.iso.org/standard/76559.html,,,
ISO-IEC-27019-2017,ISO/IEC 27019:2017,ISO/IEC 27019:2017 Information technology - Security techniques - Information security controls for the energy utility industry,27019,,,,,,,,,https://www.iso.org/standard/68091.html,,,
ISO-IEC-27021-2017,ISO/IEC 27021:2017,ISO/IEC 27021:2017 Information technology - Security techniques - Competence requirements for information security management systems professionals,27021,,,,,,,,,https://www.iso.org/standard/61003.html,,,
ISO-IEC-27021-2017-Amd-1-2021,ISO/IEC 27021:2017/Amd 1:2021,ISO/IEC 27021:2017/Amd 1:2021 Information technology - Security techniques - Competence requirements for information security management systems professionals - Amendment 1: Addition of ISO/IEC 27001:2013 clauses or subclauses to competence requirements,27021,,,,,,,,,https://www.iso.org/standard/78746.html,,,
ISO-IEC-TS-27022-2021,ISO/IEC TS 27022:2021,ISO/IEC TS 27022:2021 Information technology - Guidance on information security management system processes,27022,,,,,,,,,https://www.iso.org/standard/61004.html,,,
ISO-IEC-TR-27023-2015,ISO/IEC TR 27023:2015,ISO/IEC TR 27023:2015 Information technology - Security techniques - Mapping the revised editions of ISO/IEC 27001 and ISO/IEC 27002,27023,,,,,,,,,https://www.iso.org/standard/61005.html,,,
ISO-IEC-27031-2011,ISO/IEC 27031:2011,ISO/IEC 27031:2011 Information technology - Security techniques - Guidelines for information and communication technology readiness for business continuity,27031,,,,,,,,,https://www.iso.org/standard/44374.html,,,
ISO-IEC-27032-2012,ISO/IEC 27032:2012,ISO/IEC 27032:2012 Information technology - Security techniques - Guidelines for cybersecurity,27032,,,,,,,,,https://www.iso.org/standard/44375.html,,,
ISO-IEC-27033-1-2015,ISO/IEC 27033-1:2015,ISO/IEC 27033-1:2015 Information technology - Security techniques - Network security - Part 1: Overview and concepts,27033,,,,,,,,,https://www.iso.org/standard/63461.html,,,
ISO-IEC-27033-2-2012,ISO/IEC 27033-2:2012,ISO/IEC 27033-2:2012 Information technology - Security techniques - Network security - Part 2: Guidelines for the design and implementation of network security,27033,,,,,,,,,https://www.iso.org/standard/51581.html,,,
ISO-IEC-27033-3-2010,ISO/IEC 27033-3:2010,"ISO/IEC 27033-3:2010 Information technology - Security techniques - Network security - Part 3: Reference networking scenarios - Threats, design techniques and control issues",27033,,,,,,,,,https://www.iso.org/standard/51582.html,,,
ISO-IEC-27033-4-2014,ISO/IEC 27033-4:2014,ISO/IEC 27033-4:2014 Information technology - Security techniques - Network security - Part 4: Securing communications between networks using security gateways,27033,,,,,,,,,https://www.iso.org/standard/51583.html,,,
ISO-IEC-27033-5-2013,ISO/IEC 27033-5:2013,ISO/IEC 27033-5:2013 Information technology - Security techniques - Network security - Part 5: Securing communications across networks using Virtual Private Networks (VPNs),27033,,,,,,,,,https://www.iso.org/standard/51584.html,,,
ISO-IEC-27033-6-2016,ISO/IEC 27033-6:2016,ISO/IEC 27033-6:2016 Information technology - Security techniques - Network security - Part 6: Securing wireless IP network access,27033,,,,,,,,,https://www.iso.org/standard/51585.html,,,
ISO-IEC-27034-1-2011,ISO/IEC 27034-1:2011,ISO/IEC 27034-1:2011 Information technology - Security techniques - Application security - Part 1: Overview and concepts,27034,,,,,,,,,https://www.iso.org/standard/44378.html,,,
ISO-IEC-27034-1-2011-Cor-1-2014,ISO/IEC 27034-1:2011/Cor 1:2014,ISO/IEC 27034-1:2011/Cor 1:2014 Information technology - Security techniques - Application security - Part 1: Overview and concepts - Technical Corrigendum 1,27034,,,,,,,,,https://www.iso.org/standard/64014.html,,,
ISO-IEC-27034-2-2015,ISO/IEC 27034-2:2015,ISO/IEC 27034-2:2015 Information technology - Security techniques - Application security - Part 2: Organization normative framework,27034,,,,,,,,,https://www.iso.org/standard/55582.html,,,
ISO-IEC-27034-3-2018,ISO/IEC 27034-3:2018,ISO/IEC 27034-3:2018 Information technology - Application security - Part 3: Application security management process,27034,,,,,,,,,https://www.iso.org/standard/55583.html,,,
ISO-IEC-27034-5-2017,ISO/IEC 27034-5:2017,ISO/IEC 27034-5:2017 Information technology - Security techniques - Application security - Part 5: Protocols and application security controls data structure,27034,,,,,,,,,https://www.iso.org/standard/55585.html,,,
ISO-IEC-27034-6-2016,ISO/IEC 27034-6:2016,ISO/IEC 27034-6:2016 Information technology - Security techniques - Application security - Part 6: Case studies,27034,,,,,,,,,https://www.iso.org/standard/60804.html,,,
ISO-IEC-27034-7-2018,ISO/IEC 27034-7:2018,ISO/IEC 27034-7:2018 Information technology - Application security - Part 7: Assurance prediction framework,27034,,,,,,,,,https://www.iso.org/standard/66229.html,,,
ISO-IEC-TS-27034-5-1-2018,ISO/IEC TS 27034-5-1:2018,"ISO/IEC TS 27034-5-1:2018 Information technology - Application security - Part 5-1: Protocols and application security controls data structure, XML schemas",27034,,,,,,,,,https://www.iso.org/standard/67741.html,,,
ISO-IEC-27035-1-2016,ISO/IEC 27035-1:2016,ISO/IEC 27035-1:2016 Information technology - Security techniques - Information security incident management - Part 1: Principles of incident management,27035,,,,,,,,,https://www.iso.org/standard/60803.html,,,
ISO-IEC-27035-2-2016,ISO/IEC 27035-2:2016,ISO/IEC 27035-2:2016 Information technology - Security techniques - Information security incident management - Part 2: Guidelines to plan and prepare for incident response,27035,,,,,,,,,https://www.iso.org/standard/62071.html,,,
ISO-IEC-27035-3-2020,ISO/IEC 27035-3:2020,ISO/IEC 27035-3:2020 Information technology - Information security incident management - Part 3: Guidelines for ICT incident response operations,27035,,,,,,,,,https://www.iso.org/standard/74033.html,,,
ISO-IEC-27036-1-2021,ISO/IEC 27036-1:2021,ISO/IEC 27036-1:2021 Cybersecurity - Supplier relationships - Part 1: Overview and concepts,27036,,,,,,,,,https://www.iso.org/standard/82905.html,,,
ISO-IEC-27036-2-2022,ISO/IEC 27036-2:2022,ISO/IEC 27036-2:2022 Cybersecurity - Supplier relationships - Part 2: Requirements,27036,,,,,,,,,https://www.iso.org/standard/82060.html,,,
ISO-IEC-27036-3-2013,ISO/IEC 27036-3:2013,ISO/IEC 27036-3:2013 Information technology - Security techniques - Information security for supplier relationships - Part 3: Guidelines for information and communication technology supply chain security,27036,,,,,,,,,https://www.iso.org/standard/59688.html,,,
ISO-IEC-27036-4-2016,ISO/IEC 27036-4:2016,ISO/IEC 27036-4:2016 Information technology - Security techniques - Information security for supplier relationships - Part 4: Guidelines for security of cloud services,27036,,,,,,,,,https://www.iso.org/standard/59689.html,,,
ISO-IEC-27037-2012,ISO/IEC 27037:2012,"ISO/IEC 27037:2012 Information technology - Security techniques - Guidelines for identification, collection, acquisition and preservation of digital evidence",27037,,,,,,,,,https://www.iso.org/standard/44381.html,,,
ISO-IEC-27038-2014,ISO/IEC 27038:2014,ISO/IEC 27038:2014 Information technology - Security techniques - Specification for digital redaction,27038,,,,,,,,,https://www.iso.org/standard/44382.html,,,
ISO-IEC-27039-2015,ISO/IEC 27039:2015,"ISO/IEC 27039:2015 Information technology - Security techniques - Selection, deployment and operations of intrusion detection and prevention systems (IDPS)",27039,,,,,,,,,https://www.iso.org/standard/56889.html,,,
ISO-IEC-27040-2015,ISO/IEC 27040:2015,ISO/IEC 27040:2015 Information technology - Security techniques - Storage security,27040,,,,,,,,,https://www.iso.org/standard/44404.html,,,
ISO-IEC-27041-2015,ISO/IEC 27041:2015,ISO/IEC 27041:2015 Information technology - Security techniques - Guidance on assuring suitability and adequacy of incident investigative method,27041,,,,,,,,,https://www.iso.org/standard/44405.html,,,
ISO-IEC-27042-2015,ISO/IEC 27042:2015,ISO/IEC 27042:2015 Information technology - Security techniques - Guidelines for the analysis and interpretation of digital evidence,27042,,,,,,,,,https://www.iso.org/standard/44406.html,,,
ISO-IEC-27043-2015,ISO/IEC 27043:2015,ISO/IEC 27043:2015 Information technology - Security techniques - Incident investigation principles and processes,27043,,,,,,,,,https://www.iso.org/standard/44407.html,,,
ISO-IEC-27050-1-2019,ISO/IEC 27050-1:2019,ISO/IEC 27050-1:2019 Information technology - Electronic discovery - Part 1: Overview and concepts,27050,,,,,,,,,https://www.iso.org/standard/78647.html,,,
ISO-IEC-27050-2-2018,ISO/IEC 27050-2:2018,ISO/IEC 27050-2:2018 Information technology - Electronic discovery - Part 2: Guidance for governance and management of electronic discovery,27050,,,,,,,,,https://www.iso.org/standard/66230.html,,,
ISO-IEC-27050-3-2020,ISO/IEC 27050-3:2020,ISO/IEC 27050-3:2020 Information technology - Electronic discovery - Part 3: Code of practice for electronic discovery,27050,,,,,,,,,https://www.iso.org/standard/78648.html,,,
ISO-IEC-27050-4-2021,ISO/IEC 27050-4:2021,ISO/IEC 27050-4:2021 Information technology - Electronic discovery - Part 4: Technical readiness,27050,,,,,,,,,https://www.iso.org/standard/74034.html,,,
ISO-IEC-27070-2021,ISO/IEC 27070:2021,ISO/IEC 27070:2021 Information technology - Security techniques - Requirements for establishing virtualized roots of trust,27070,,,,,,,,,https://www.iso.org/standard/56571.html,,,
ISO-IEC-27099-2022,ISO/IEC 27099:2022,ISO/IEC 27099:2022 Information technology - Public key infrastructure - Practices and policy framework,27099,,,,,,,,,https://www.iso.org/standard/56590.html,,,
ISO-IEC-TS-27100-2020,ISO/IEC TS 27100:2020,ISO/IEC TS 27100:2020 Information technology - Cybersecurity - Overview and concepts,27100,,,,,,,,,https://www.iso.org/standard/72434.html,,,
ISO-IEC-27102-2019,ISO/IEC 27102:2019,ISO/IEC 27102:2019 Information security management - Guidelines for cyber-insurance,27102,,,,,,,,,https://www.iso.org/standard/72436.html,,,
ISO-IEC-TR-27103-2018,ISO/IEC TR 27103:2018,ISO/IEC TR 27103:2018 Information technology - Security techniques - Cybersecurity and ISO and IEC Standards,27103,,,,,,,,,https://www.iso.org/standard/72437.html,,,
ISO-IEC-TS-27110-2021,ISO/IEC TS 27110:2021,"ISO/IEC TS 27110:2021 Information technology, cybersecurity and privacy protection - Cybersecurity framework development guidelines",27110,,,,,,,,,https://www.iso.org/standard/72435.html,,,
ISO-IEC-27400-2022,ISO/IEC 27400:2022,ISO/IEC 27400:2022 Cybersecurity - IoT security and privacy - Guidelines,27400,,,,,,,,,https://www.iso.org/standard/44373.html,,,
ISO-IEC-TR-27550-2019,ISO/IEC TR 27550:2019,ISO/IEC TR 27550:2019 Information technology - Security techniques - Privacy engineering for system life cycle processes,27550,,,,,,,,,https://www.iso.org/standard/72024.html,,,
ISO-IEC-27551-2021,ISO/IEC 27551:2021,"ISO/IEC 27551:2021 Information security, cybersecurity and privacy protection - Requirements for attribute-based unlinkable entity authentication",27551,,,,,,,,,https://www.iso.org/standard/72018.html,,,
ISO-IEC-27555-2021,ISO/IEC 27555:2021,"ISO/IEC 27555:2021 Information security, cybersecurity and privacy protection - Guidelines on personally identifiable information deletion",27555,,,,,,,,,https://www.iso.org/standard/71673.html,,,
ISO-IEC-TS-27570-2021,ISO/IEC TS 27570:2021,ISO/IEC TS 27570:2021 Privacy protection - Privacy guidelines for smart cities,27570,,,,,,,,,https://www.iso.org/standard/71678.html,,,
ISO-IEC-27701-2019,ISO/IEC 27701:2019,ISO/IEC 27701:2019 Security techniques - Extension to ISO/IEC 27001 and ISO/IEC 27002 for privacy information management - Requirements and guidelines,27701,,,,,,,,,https://www.iso.org/standard/71670.html,,,
ISO-IEC-TS-29003-2018,ISO/IEC TS 29003:2018,ISO/IEC TS 29003:2018 Information technology - Security techniques - Identity proofing,29003,,,,,,,,,https://www.iso.org/standard/62290.html,,,
ISO-IEC-29100-2011,ISO/IEC 29100:2011,ISO/IEC 29100:2011 Information technology - Security techniques - Privacy framework,29100,,,,,,,,,https://www.iso.org/standard/45123.html,,,
ISO-IEC-29100-2011-Amd-1-2018,ISO/IEC 29100:2011/Amd 1:2018,ISO/IEC 29100:2011/Amd 1:2018 Information technology - Security techniques - Privacy framework - Amendment 1: Clarifications,29100,,,,,,,,,https://www.iso.org/standard/73722.html,,,
ISO-IEC-29101-2018,ISO/IEC 29101:2018,ISO/IEC 29101:2018 Information technology - Security techniques - Privacy architecture framework,29101,,,,,,,,,https://www.iso.org/standard/75293.html,,,
ISO-IEC-29115-2013,ISO/IEC 29115:2013,ISO/IEC 29115:2013 Information technology - Security techniques - Entity authentication assurance framework,29115,,,,,,,,,https://www.iso.org/standard/45138.html,,,
ISO-IEC-29128-2011,ISO/IEC 29128:2011,ISO/IEC 29128:2011 Information technology - Security techniques - Verification of cryptographic protocols,29128,,,,,,,,,https://www.iso.org/standard/45151.html,,,
ISO-IEC-29134-2017,ISO/IEC 29134:2017,ISO/IEC 29134:2017 Information technology - Security techniques - Guidelines for privacy impact assessment,29134,,,,,,,,,https://www.iso.org/standard/62289.html,,,
ISO-IEC-29146-2016,ISO/IEC 29146:2016,ISO/IEC 29146:2016 Information technology - Security techniques - A framework for access management,29146,,,,,,,,,https://www.iso.org/standard/45169.html,,,
ISO-IEC-29147-2018,ISO/IEC 29147:2018,ISO/IEC 29147:2018 Information technology - Security techniques - Vulnerability disclosure,29147,,,,,,,,,https://www.iso.org/standard/72311.html,,,
ISO-IEC-TR-29149-2012,ISO/IEC TR 29149:2012,ISO/IEC TR 29149:2012 Information technology - Security techniques - Best practices for the provision and use of time-stamping services,29149,,,,,,,,,https://www.iso.org/standard/45172.html,,,
ISO-IEC-29150-2011,ISO/IEC 29150:2011,ISO/IEC 29150:2011 Information technology - Security techniques - Signcryption,29150,,,,,,,,,https://www.iso.org/standard/45173.html,,,
ISO-IEC-29150-2011-Cor-1-2014,ISO/IEC 29150:2011/Cor 1:2014,ISO/IEC 29150:2011/Cor 1:2014 Information technology - Security techniques - Signcryption - Technical Corrigendum 1,29150,,,,,,,,,https://www.iso.org/standard/64004.html,,,
ISO-IEC-29151-2017,ISO/IEC 29151:2017,ISO/IEC 29151:2017 Information technology - Security techniques - Code of practice for personally identifiable information protection,29151,,,,,,,,,https://www.iso.org/standard/62726.html,,,
ISO-IEC-29184-2020,ISO/IEC 29184:2020,ISO/IEC 29184:2020 Information technology - Online privacy notices and consent,29184,,,,,,,,,https://www.iso.org/standard/70331.html,,,
ISO-IEC-29190-2015,ISO/IEC 29190:2015,ISO/IEC 29190:2015 Information technology - Security techniques - Privacy capability assessment model,29190,,,,,,,,,https://www.iso.org/standard/45269.html,,,
ISO-IEC-29191-2012,ISO/IEC 29191:2012,"ISO/IEC 29191:2012 Information technology - Security techniques - Requirements for partially anonymous, partially unlinkable authentication.",29191,,,,,,,,,https://www.iso.org/standard/45270.html,,,
ISO-IEC-29192-1-2012,ISO/IEC 29192-1:2012,ISO/IEC 29192-1:2012 Information technology - Security techniques - Lightweight cryptography - Part 1: General,29192,,,,,,,,,https://www.iso.org/standard/56425.html,,,
ISO-IEC-29192-2-2019,ISO/IEC 29192-2:2019,ISO/IEC 29192-2:2019 Information security - Lightweight cryptography - Part 2: Block ciphers,29192,,,,,,,,,https://www.iso.org/standard/78477.html,,,
ISO-IEC-29192-3-2012,ISO/IEC 29192-3:2012,ISO/IEC 29192-3:2012 Information technology - Security techniques - Lightweight cryptography - Part 3: Stream ciphers,29192,,,,,,,,,https://www.iso.org/standard/56426.html,,,
ISO-IEC-29192-4-2013,ISO/IEC 29192-4:2013,ISO/IEC 29192-4:2013 Information technology - Security techniques - Lightweight cryptography - Part 4: Mechanisms using asymmetric techniques,29192,,,,,,,,,https://www.iso.org/standard/56427.html,,,
ISO-IEC-29192-4-2013-Amd-1-2016,ISO/IEC 29192-4:2013/Amd 1:2016,ISO/IEC 29192-4:2013/Amd 1:2016 Information technology - Security techniques - Lightweight cryptography - Part 4: Mechanisms using asymmetric techniques - Amendment 1,29192,,,,,,,,,https://www.iso.org/standard/64591.html,,,
ISO-IEC-29192-5-2016,ISO/IEC 29192-5:2016,ISO/IEC 29192-5:2016 Information technology - Security techniques - Lightweight cryptography - Part 5: Hash-functions,29192,,,,,,,,,https://www.iso.org/standard/67173.html,,,
ISO-IEC-29192-6-2019,ISO/IEC 29192-6:2019,ISO/IEC 29192-6:2019 Information technology - Lightweight cryptography - Part 6: Message authentication codes (MACs),29192,,,,,,,,,https://www.iso.org/standard/71116.html,,,
ISO-IEC-29192-7-2019,ISO/IEC 29192-7:2019,ISO/IEC 29192-7:2019 Information security - Lightweight cryptography - Part 7: Broadcast authentication protocols,29192,,,,,,,,,https://www.iso.org/standard/73905.html,,,
ISO-IEC-TS-30104-2015,ISO/IEC TS 30104:2015,"ISO/IEC TS 30104:2015 Information Technology - Security Techniques - Physical Security Attacks, Mitigation Techniques and Security Requirements",30104,,,,,,,,,https://www.iso.org/standard/56890.html,,,
ISO-IEC-30111-2019,ISO/IEC 30111:2019,ISO/IEC 30111:2019 Information technology - Security techniques - Vulnerability handling processes,30111,,,,,,,,,https://www.iso.org/standard/69725.html,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
